Iso_code,Year,midyear_population,midyear_population_male,midyear_population_female
417,2017,5789122,2837331,2951791
454,2032,31159493,15432886,15726607
414,1985,1732824,991767,741057
499,2010,666730,332110,334620
492,2011,30539,14887,15652
376,2020,8675475,4361465,4314010
768,1984,3021789,1505731,1516058
702,1990,3047100,1533234,1513866
724,2027,51868014,25608549,26259465
320,2012,14099032,6954829,7144203
262,2007,694379,324457,369922
583,2009,107434,53613,53821
478,2021,4088630,1968989,2119641
320,2025,17564073,8650673,8913400
580,2006,60665,29072,31593
376,2044,11703120,5876254,5826866
324,1988,5666825,2796229,2870596
740,2017,591919,298015,293904
580,2037,70432,34030,36402
434,2011,5767159,2995154,2772005
36,2013,22262501,11160085,11102416
398,2025,19809426,9384226,10425200
630,2038,3269123,1556943,1712180
344,2042,6959334,3122634,3836700
678,2016,197541,98594,98947
208,2017,5605948,2759213,2846735
64,1981,461945,243427,218518
266,1985,833036,408521,424515
16,2006,56652,28626,28026
203,2042,10393712,5146045,5247667
250,1996,60094948,29290467,30804481
634,2011,1849257,1411140,438117
634,2029,2594449,1976853,617596
732,1980,124043,61291,62752
48,2013,1281332,776753,504579
478,1990,1924978,931449,993529
600,1982,3338368,1666221,1672147
492,2006,30951,15129,15822
454,2011,15709663,7771769,7937894
756,2007,7529531,3692721,3836810
663,2015,31754,15275,16479
807,1999,2004985,1003469,1001516
324,1973,3862799,1857590,2005209
534,2023,45521,22469,23052
850,2002,108208,51489,56719
858,1998,3195923,1548875,1647048
716,2024,17071850,8614892,8456958
90,1997,398091,202977,195114
68,1996,7534395,3730369,3804026
356,1993,886743707,458065244,428678463
64,1996,565330,300443,264887
566,1968,52449374,27000742,25448632
554,2008,4173460,2076112,2097348
840,1987,242288918,117960809,124328109
566,2046,362505155,184046392,178458763
20,2035,82994,41801,41193
662,2035,169754,81794,87960
634,2008,1417957,1054202,363755
50,2020,162650853,79959419,82691434
90,1999,421716,215075,206641
360,1997,204258115,101800974,102457141
242,2046,1009011,506011,503000
300,2013,10772967,5266863,5506104
250,2034,69986674,34241271,35745403
533,2025,126130,59571,66559
512,1994,2076785,1208698,868087
344,2009,7038760,3332885,3705875
729,2008,31732535,16095546,15636989
626,1990,739630,382671,356959
266,1991,960425,474708,485717
40,2001,8141540,3960371,4181169
480,2027,1423301,696861,726440
776,2006,103871,52097,51774
434,2005,5570030,2886856,2683174
430,2039,6924855,3442280,3482575
140,1992,3266519,1594871,1671648
12,1989,24561722,12378530,12183192
438,2018,38547,19169,19378
585,2021,21769,11209,10560
484,2012,117299155,57569792,59729363
598,2041,9403749,4737957,4665792
756,2009,7693227,3782626,3910601
762,2042,11406217,5646985,5759232
434,2031,7848655,4028404,3820251
580,2034,68354,33019,35335
540,2044,359267,177516,181751
392,2027,122382835,59080404,63302431
512,1999,2376176,1354439,1021737
184,2031,6781,3447,3334
807,2018,2107091,1049163,1057928
112,2036,8918965,4148392,4770573
304,1998,56613,30207,26406
654,2016,7813,3941,3872
262,1980,326873,164747,162126
795,2026,5849515,2892398,2957117
400,2031,9119477,4554617,4564860
96,1995,287990,150881,137109
440,2039,2128957,994140,1134817
64,1959,206619,105417,101202
76,2016,205823665,101498768,104324897
792,2049,89411198,44249723,45161475
20,2027,84799,43197,41602
800,2034,65089614,32373433,32716181
470,2029,420396,209402,210994
894,1980,5540358,2785637,2754721
40,2032,9097548,4447133,4650415
50,1981,85726506,44263904,41462602
296,2027,120106,57899,62207
504,1989,23549802,11741515,11808287
268,2014,4935880,2360062,2575818
724,2009,46295240,22841177,23454063
158,1999,22007811,11277580,10730231
566,1972,58946321,30338319,28608002
498,2030,2984543,1470289,1514254
192,2017,11147407,5551443,5595964
56,2016,11409077,5615193,5793884
408,2045,27073044,13125942,13947102
876,2009,15289,7698,7591
203,2019,10695547,5264206,5431341
262,1953,85698,42926,42772
548,2008,234300,118095,116205
499,2028,631788,313997,317791
84,1988,181396,91899,89497
31,2028,10690283,5300077,5390206
585,2034,22767,11367,11400
834,2028,72314054,36160243,36153811
643,2047,131478203,61092958,70385245
430,2015,4195666,2091313,2104353
666,2016,5595,2732,2863
384,2048,36445226,18280168,18165058
690,1999,78137,38788,39349
178,2013,4574099,2293258,2280841
688,2030,6672023,3248706,3423317
304,2023,57399,29700,27699
442,1999,432439,213006,219433
496,2033,3455766,1665761,1790005
231,1983,40673915,20456425,20217490
222,2031,6346002,3033415,3312587
796,2016,51430,25935,25495
410,2011,49559043,24814756,24744287
442,2002,448481,221332,227149
654,2018,7841,3948,3893
458,2011,28728607,14587048,14141559
48,2029,1627360,964151,663209
504,1993,25292640,12583203,12709437
368,2007,27681323,13937068,13744255
678,1984,102116,50706,51410
64,1998,585274,310343,274931
340,2028,10532959,5312972,5219987
604,2014,30147935,14845582,15302353
178,1994,2498635,1227043,1271592
840,2022,339698079,167656161,172041918
300,2012,10767827,5266922,5500905
756,2013,7996026,3939479,4056547
540,2020,290009,144611,145398
270,2047,3120956,1537238,1583718
231,2046,211737226,104900191,106837035
534,2008,36233,17818,18415
96,2003,347260,177693,169567
152,2009,16601954,8162275,8439679
768,2014,7351374,3645760,3705614
288,1994,17022080,8475124,8546956
262,1972,196978,98477,98501
784,2008,4621399,3174048,1447351
616,2004,38574205,18721138,19853067
44,2019,335210,164291,170919
674,2005,29605,14347,15258
422,1996,3704663,1827656,1877007
682,2045,38781332,20630206,18151126
422,2020,5469612,2732658,2736954
28,2046,120990,56239,64751
788,2017,11229332,5575434,5653898
404,1995,27163001,13537966,13625035
180,2006,62522207,31078843,31443364
492,2034,32559,15622,16937
44,2007,301972,147575,154397
384,2004,18504380,9397755,9106625
12,2017,40969443,20752429,20217014
604,2037,35688352,17300240,18388112
492,1997,31316,15152,16164
504,1985,21643785,10815672,10828113
678,2044,289830,144496,145334
60,1991,58095,28183,29912
192,2002,11210056,5607491,5602565
728,2046,25288202,12760841,12527361
616,1989,37970155,18507814,19462341
831,2028,67931,33642,34289
180,2031,110773697,55279363,55494334
108,2035,20028584,9990312,10038272
654,2004,7434,3770,3664
188,2016,4872543,2444100,2428443
558,2048,7222187,3517957,3704230
180,1984,32341528,15869991,16471537
831,2015,66080,32783,33297
100,2001,7846982,3850021,3996961
826,2029,68231540,33999537,34232003
492,2037,32464,15555,16909
368,2049,75416274,38002780,37413494
332,2010,9553473,4713492,4839981
392,2047,109448221,52608456,56839765
231,1986,41642553,20996788,20645765
72,2014,2155784,1092141,1063643
384,1988,11511744,5890926,5620818
231,1982,39478541,19862956,19615585
44,2030,358149,175734,182415
795,1992,3830233,1890652,1939581
234,2043,56464,28792,27672
690,1992,72501,35892,36609
800,2004,26046980,12925042,13121938
324,2016,12093349,6052364,6040985
584,2035,92930,46909,46021
31,1990,7497290,3642448,3854842
414,2030,3330664,1902489,1428175
112,2005,9806452,4575843,5230609
894,2045,34496266,17220922,17275344
104,1997,45426168,22580937,22845231
480,2032,1443850,705402,738448
840,2023,342267302,168947197,173320105
652,1985,3933,2031,1902
108,2006,8031787,3984316,4047471
504,2016,33655786,16529722,17126064
51,2014,3060631,1477083,1583548
384,2041,33976809,17074476,16902333
180,2001,54057719,26793175,27264544
600,2050,8840105,4378441,4461664
417,2045,6955901,3392408,3563493
36,2002,19534938,9755199,9779739
703,2005,5407676,2625668,2782008
242,2003,823178,418335,404843
96,2038,578421,274562,303859
826,2030,68450513,34106654,34343859
654,2030,7871,3899,3972
478,2003,2699242,1300416,1398826
428,2006,2238543,1030785,1207758
226,2026,955729,478425,477304
410,2023,52326199,26227208,26098991
654,1989,6634,3382,3252
548,2049,429095,209982,219113
496,1999,2432721,1210072,1222649
304,2005,57780,30669,27111
663,2009,29820,14329,15491
152,1995,14172533,6964253,7208280
51,2022,3000009,1463790,1536219
12,2018,41657488,21102570,20554918
792,2041,89404093,44470623,44933470
410,2010,49258140,24671337,24586803
0,1987,1753440,893741,859699
184,2033,6556,3324,3232
24,2048,44014878,22235496,21779382
528,2017,17084719,8452190,8632529
384,2020,25503829,12879618,12624211
250,2031,69718221,34129371,35588850
724,2000,40589004,19873537,20715467
348,2013,9939470,4735370,5204100
562,2031,29158474,14605476,14552998
716,1985,8560488,4242081,4318407
520,2049,11893,5294,6599
682,1997,19818379,11207362,8611017
262,2002,716351,335890,380461
860,2006,26810463,13338885,13471578
231,1996,57424029,28746757,28677272
752,2015,9801616,4895997,4905619
834,2005,38486138,19068101,19418037
894,2048,37155040,18546812,18608228
728,2034,20363273,10292941,10070332
882,1990,162834,86175,76659
418,2023,7763948,3851945,3912003
694,2048,13007991,6384006,6623985
212,2015,73607,37158,36449
392,2031,120176487,57924248,62252239
626,1993,814060,419391,394669
446,2030,639866,299950,339916
566,2047,369614879,187613058,182001821
626,2015,1231116,617674,613442
90,1984,264010,135469,128541
360,2046,299762295,149854581,149907714
324,2002,8520304,4251658,4268646
426,2024,1972259,977843,994416
480,1998,1160659,573205,587454
136,2003,41985,20534,21451
270,2018,2092731,1033749,1058982
76,1995,161911449,80379696,81531753
64,2005,654897,344763,310134
438,2027,40999,20445,20554
356,2019,1311559204,680722922,630836282
180,2021,91235492,45530291,45705201
608,1998,73249205,36734270,36514935
124,2024,37337305,18493177,18844128
428,2034,1574236,738594,835642
876,2006,15144,7595,7549
124,2002,31640962,15685550,15955412
68,2045,15400586,7616876,7783710
242,2035,985941,497348,488593
184,2000,16307,8406,7901
528,2038,17973283,8815445,9157838
152,1986,12144931,5953845,6191086
768,2020,8608444,4269397,4339047
762,2018,8604882,4279881,4325001
48,2001,672086,383441,288645
710,1989,37658393,18349742,19308651
624,2002,1333120,645930,687190
388,2011,2868380,1419153,1449227
832,2032,106666,52717,53949
112,1997,10128530,4748899,5379631
232,2039,7811077,3848390,3962687
96,2026,505449,244756,260693
100,2005,7611110,3731879,3879231
578,2003,4566303,2262942,2303361
858,2012,3316328,1600727,1715601
292,1983,28345,14281,14064
208,2032,5733661,2797875,2935786
300,1998,10520068,5185090,5334978
508,2049,57670998,28685610,28985388
214,2018,10860656,5494382,5366274
76,2018,208846892,102910189,105936703
458,2036,38795926,19496876,19299050
28,1991,64025,30854,33171
586,2009,181457277,93208482,88248795
304,2010,57637,30404,27233
328,2014,735554,371400,364154
364,2009,75967610,38576262,37391348
417,1989,4402443,2158560,2243883
430,1980,1857103,942842,914261
795,2022,5642053,2792770,2849283
548,2035,371247,183007,188240
20,2026,84962,43334,41628
12,1998,29768857,15037198,14731659
170,1981,27214894,13445935,13768959
624,2034,2366140,1164360,1201780
729,2024,42009913,21046286,20963627
332,1983,5827392,2860759,2966633
760,2019,20893752,10513540,10380212
275,2043,3957435,2000656,1956779
52,2001,274906,132926,141980
466,2015,16955536,8258647,8696889
434,1991,4205118,2200807,2004311
233,2022,1211410,569753,641657
654,2040,7686,3752,3934
764,2001,63394597,31357312,32037285
222,2030,6340011,3031453,3308558
422,2014,5882562,2944702,2937860
100,2006,7558417,3704683,3853734
705,2010,2003136,975535,1027601
398,2040,21400802,10024896,11375906
666,2048,3622,1670,1952
454,1991,9691444,4774700,4916744
562,2006,13253323,6645250,6608073
795,2020,5528627,2737855,2790772
442,2046,838953,421501,417452
328,1995,768964,386179,382785
833,2031,94013,47220,46793
100,2044,5814048,2838475,2975573
646,2020,14327380,7148149,7179231
831,2006,63433,31178,32255
372,2020,5176569,2585243,2591326
478,2005,2837937,1366957,1470980
132,2023,605095,294149,310946
120,1983,9586213,4791253,4794960
690,2002,81125,40576,40549
462,2043,433164,215007,218157
531,2026,153805,74072,79733
608,2008,90020447,45165282,44855165
348,2027,9543044,4556324,4986720
729,2021,39822684,19985022,19837662
308,1997,99568,49605,49963
792,2028,85878799,43018250,42860549
348,2049,8541176,4101703,4439473
604,2011,29248943,14446854,14802089
780,2014,1223916,620166,603750
600,1989,4080563,2042825,2037738
50,1996,119605451,60699794,58905657
780,2043,1066725,534838,531887
732,1993,243299,120398,122901
694,2013,5612685,2724277,2888408
438,2045,43403,21734,21669
392,2022,124732372,60340993,64391379
0,2004,1757142,903576,853566
56,2022,11857833,5846913,6010920
360,2026,278540320,139453343,139086977
120,2050,51912309,25887407,26024902
600,1984,3530545,1763509,1767036
226,2033,1097818,550500,547318
562,2023,23190380,11630492,11559888
262,1955,90391,45276,45115
268,2034,4875816,2338694,2537122
84,1987,176353,89326,87027
438,2000,32748,16133,16615
31,2049,11214028,5546406,5667622
662,2014,163362,79627,83735
292,2008,28708,14468,14240
246,2008,5304716,2599529,2705187
728,2029,18264602,9239878,9024724
504,2017,33986655,16686173,17300482
724,2035,53138844,26194704,26944140
724,2015,48146134,23769121,24377013
462,1995,260584,137787,122797
242,2006,843945,428890,415055
12,1987,23254956,11706733,11548223
112,2027,9254695,4304037,4950658
218,2011,15007343,7464869,7542474
756,2026,8714172,4300820,4413352
520,2045,11497,5140,6357
8,2031,3097576,1521712,1575864
654,2033,7839,3865,3974
384,2009,20617068,10454628,10162440
634,2014,2123160,1637518,485642
533,2008,101541,48245,53296
630,2030,3414456,1624598,1789858
688,2013,7243007,3531446,3711561
478,2006,2909101,1401128,1507973
368,1990,18139958,9281830,8858128
308,1989,94303,46258,48045
152,2002,15514805,7625920,7888885
860,2043,34587558,17082429,17505129
191,2023,4165651,2010361,2155290
598,2024,7712768,3915499,3797269
0,2014,1859203,957782,901421
690,2041,102443,54032,48411
208,1998,5302767,2619726,2683041
887,2048,45157387,22623129,22534258
222,1996,5564105,2704898,2859207
32,1986,31144993,15431531,15713462
728,2040,22865288,11547326,11317962
233,2010,1302817,603201,699616
24,1987,8824466,4427475,4396991
780,2000,1251775,631575,620200
860,2049,35059301,17278041,17781260
608,1995,68471642,34326023,34145619
76,2000,174315386,86416272,87899114
548,2039,389175,191419,197756
887,2003,18855729,9582101,9273628
48,2047,1823041,1061880,761161
531,2042,153098,74567,78531
120,2004,17641434,8845185,8796249
44,2009,307552,150380,157172
705,2034,1809532,875669,933863
208,2047,5610603,2723213,2887390
174,2030,963509,464357,499152
438,2001,33312,16418,16894
478,2007,2981452,1435886,1545566
72,2038,2656291,1413906,1242385
686,1980,5611326,2792198,2819128
784,2034,7726484,5181853,2544631
204,2034,16624622,8394656,8229966
212,2034,72689,36614,36075
226,2039,1218198,611223,606975
663,2042,34281,16236,18045
100,2041,5953933,2905090,3048843
52,2037,295337,141549,153788
496,2010,2783419,1371174,1412245
72,1981,934438,438560,495878
90,2008,533776,272511,261265
450,2013,22599098,11293748,11305350
376,2023,9052420,4552317,4500103
84,1984,160810,81426,79384
191,2016,4313707,2080266,2233441
140,2026,6772059,3371182,3400877
258,2050,324712,163237,161475
558,2004,5193390,2559193,2634197
148,2044,18733049,9156731,9576318
203,2028,10661028,5258585,5402443
496,2026,3323506,1612633,1710873
887,2008,21885623,11096156,10789467
308,2001,102294,51190,51104
705,2041,1722292,830857,891435
792,2001,66895864,33789424,33106440
140,2011,4950027,2448721,2501306
600,1981,3250841,1622066,1628775
620,2046,10166414,5026491,5139923
400,2042,10504197,5213943,5290254
512,2013,3154134,1726660,1427474
642,2046,18585940,8992433,9593507
356,2015,1251695584,649676415,602019169
144,2044,25106227,12209450,12896777
440,2015,2884433,1328927,1555506
666,1982,6047,2986,3061
434,2018,6754507,3492729,3261778
288,2032,37589983,18488974,19101009
716,2036,20584534,10481243,10103291
496,1992,2210189,1103031,1107158
364,2004,71439502,36318690,35120812
0,2024,1985586,1022544,963042
705,2036,1785538,863215,922323
170,1973,23069231,11432306,11636925
204,2004,7526831,3749833,3776998
492,2039,32286,15463,16823
316,2028,181384,91336,90048
328,1997,768063,387171,380892
214,2040,13096875,6581199,6515676
268,2003,4750669,2260332,2490337
724,2025,51415437,25389706,26025731
666,2020,5347,2592,2755
376,2007,6975352,3495774,3479578
232,1993,3053544,1496168,1557376
724,1992,39552425,19391868,20160557
296,2016,106925,52154,54771
417,2022,6072457,2973808,3098649
384,2008,20179602,10236857,9942745
50,1998,124225950,62874359,61351591
52,2027,297501,143433,154068
703,2042,5074975,2455795,2619180
591,2047,4811239,2394350,2416889
604,2005,27442387,13655667,13786720
372,2030,5631460,2804723,2826737
458,2042,40743927,20420145,20323782
231,2008,81135648,40369714,40765934
826,2024,66967559,33370065,33597494
132,2032,663810,322892,340918
704,2001,80209475,39672721,40536754
300,2048,10111625,4854152,5257473
84,2021,386000,195448,190552
52,1984,256114,122025,134089
158,1993,20886065,10772804,10113261
498,2050,2261208,1130277,1130931
678,2009,172103,85796,86307
418,1996,4947629,2452495,2495134
540,2004,228022,114778,113244
752,2021,10282572,5139089,5143483
690,2014,91650,46929,44721
616,2044,34152178,16445241,17706937
232,2048,8745843,4304350,4441493
136,2016,57268,27916,29352
380,2005,59037808,28520376,30517432
148,2022,13214840,6403909,6810931
776,2000,100125,50198,49927
586,2043,276123110,140022284,136100826
792,2048,89505758,44324940,45180818
466,1994,9331700,4582616,4749084
158,2010,23126580,11620865,11505715
554,2012,4327944,2154029,2173915
417,2032,6509581,3180118,3329463
500,2000,3951,2009,1942
398,2032,20583218,9695847,10887371
533,1990,63032,30313,32719
84,2043,510962,258506,252456
706,2005,8790161,4389519,4400642
214,2041,13166990,6613832,6553158
368,2027,49922282,25223347,24698935
450,1978,8224285,4110081,4114204
450,1984,9740535,4860286,4880249
417,2028,6349505,3105042,3244463
84,1996,222972,113146,109826
600,2006,6020467,3022410,2998057
670,1995,108792,54516,54276
214,2023,11471209,5796188,5675021
92,2035,48908,22917,25991
188,2015,4814144,2415503,2398641
275,2023,3052489,1551857,1500632
368,2030,53386335,26970275,26416060
660,2007,13781,6734,7047
140,1986,2775360,1348321,1427039
831,2019,66880,33222,33658
704,2000,79177981,39130940,40047041
454,2026,25775947,12764524,13011423
776,2018,106398,53378,53020
608,2041,142916165,71494647,71421518
554,1989,3377543,1670979,1706564
233,2016,1258545,587518,671027
832,2047,107580,53325,54255
214,2010,9823821,4978706,4845115
180,2013,75507308,37630328,37876980
100,1997,8121167,3985862,4135305
410,1997,45807825,22995442,22812383
540,2037,343094,169898,173196
246,2001,5180309,2529251,2651058
740,1987,403912,202434,201478
92,2048,58200,27051,31149
0,1990,1861687,949539,912148
499,1996,683946,340362,343584
724,2008,45910365,22647210,23263155
174,2014,766865,371689,395176
116,1966,6779482,3394574,3384908
528,2006,16320437,8064996,8255441
232,1986,2877999,1421240,1456759
288,2041,44685651,21955326,22730325
440,2037,2190446,1021353,1169093
694,2031,8713741,4258399,4455342
408,1993,21562954,10499923,11063031
408,2049,26997291,13077802,13919489
84,1983,156846,79376,77470
140,2015,5391539,2673342,2718197
262,2023,978926,443735,535191
752,2013,9647386,4815295,4832091
324,2020,13419912,6718358,6701554
686,2005,10804122,5230226,5573896
654,1995,6946,3531,3415
332,2002,8580463,4231548,4348915
694,1986,3787392,1854176,1933216
682,2046,39079418,20777698,18301720
724,2017,48958159,24174294,24783865
148,1987,5391517,2605570,2785947
196,1999,906875,459564,447311
554,1994,3586304,1777755,1808549
760,2047,30616178,15325413,15290765
690,1987,68460,33922,34538
104,2032,64960359,32181180,32779179
212,2026,74311,37526,36785
894,1994,8471277,4237423,4233854
508,1999,17605244,8444445,9160799
818,2038,143146853,73049147,70097706
408,2009,24190924,11715527,12475397
12,2008,34619419,17510904,17108515
52,2041,292339,139735,152604
702,2033,7492198,3637137,3855061
184,2023,7970,4087,3883
0,2006,1776700,913992,862708
748,2050,1834151,953025,881126
156,2031,1401594840,713805455,687789385
242,2030,972059,491462,480597
798,2036,12621,6317,6304
634,1991,448595,296447,152148
724,2031,52611575,25959411,26652164
442,2001,443831,218978,224853
702,2027,6934096,3375820,3558276
384,1981,8922474,4583659,4338815
834,2040,96399759,48256085,48143674
136,2010,50209,24524,25685
288,2021,29974915,14770942,15203973
694,2017,6163195,2995414,3167781
516,2039,3609913,1780311,1829602
392,1995,125327055,61429501,63897554
826,2001,59374727,29210062,30164665
76,1996,164369473,81574624,82794849
660,1999,11079,5540,5539
705,1994,2001036,971157,1029879
31,2040,11117462,5501089,5616373
484,2030,140062430,68414219,71648211
246,2031,5642697,2777616,2865081
834,2050,118586412,59338640,59247772
270,2045,3059463,1507184,1552279
204,2010,9056010,4534131,4521879
646,2004,9361254,4646787,4714467
296,2024,116600,56373,60227
24,2003,13815757,6972675,6843082
442,2024,670653,338274,332379
156,1997,1242796398,640018967,602777431
748,1992,959023,469710,489313
234,2032,55002,28263,26739
178,2039,8164308,4081528,4082780
818,2033,132521069,67658380,64862689
400,2001,4897812,2523334,2374478
662,2043,167324,80180,87144
686,2044,24949761,12112979,12836782
780,2010,1228691,622079,606612
368,2010,30526292,15375549,15150743
566,2000,123945463,63273781,60671682
218,2031,18906165,9350314,9555851
646,1980,5139838,2521520,2618318
686,2038,22606022,10967066,11638956
417,2003,5059349,2487824,2571525
32,1998,36517941,18021538,18496403
417,1994,4575291,2251523,2323768
728,2033,19942267,10081752,9860515
634,2016,2258283,1745635,512648
716,2041,22162763,11311440,10851323
76,1990,149409483,74298090,75111393
876,2003,14952,7465,7487
232,2032,7034421,3464999,3569422
392,2012,127368088,61875892,65492196
174,2039,1067308,513186,554122
626,2020,1383723,691486,692237
484,1988,81540513,40298693,41241820
440,2044,1977833,928010,1049823
156,1993,1195448924,615260402,580188522
674,2030,35919,17311,18608
262,2020,921804,419229,502575
48,1985,423224,244884,178340
188,2037,5810655,2891621,2919034
600,2011,6459058,3241370,3217688
792,2021,82476864,41426416,41050448
12,1994,27758508,14016072,13742436
275,2006,2217844,1127910,1089934
204,2033,16279000,8219416,8059584
780,1986,1208327,604947,603380
344,2039,7066656,3184645,3882011
174,2020,846281,409219,437062
882,2041,232916,116747,116169
340,1999,6190879,3104343,3086536
226,1989,361192,174825,186367
882,2035,224708,113073,111635
438,2035,42508,21218,21290
328,2033,829168,415881,413287
478,1997,2315223,1116638,1198585
356,2014,1236344631,641674319,594670312
498,1990,4374000,2085025,2288975
24,2027,27032517,13677547,13354970
876,2043,15831,8053,7778
508,2001,18395785,8848654,9547131
833,2012,85421,42558,42863
616,1994,38548295,18764694,19783601
218,2050,21102550,10384414,10718136
360,2006,232199251,116015403,116183848
368,2029,52224554,26384660,25839894
496,2032,3438409,1658900,1779509
262,1990,499189,244942,254247
620,2014,10813834,5275949,5537885
48,2006,984393,591347,393046
624,2012,1628603,793876,834727
600,1998,5200184,2609984,2590200
660,2046,25984,11805,14179
566,2015,181562056,92588169,88973887
124,2011,34030589,16885704,17144885
112,2003,9904905,4630715,5274190
760,2045,30172758,15113313,15059445
12,2032,48963397,24774458,24188939
608,2047,151421611,75652633,75768978
380,2022,62500493,30113839,32386654
458,2005,25968120,13206343,12761777
226,2001,505919,249036,256883
226,1999,477538,234493,243045
266,2045,2964967,1497803,1467164
752,2016,9880604,4936746,4943858
308,1984,92738,44985,47753
156,2042,1353756475,683049168,670707307
480,1993,1098641,544631,554010
158,2043,22093799,10569089,11524710
212,2045,67841,33967,33874
533,2019,118013,55840,62173
764,2032,69685291,33907546,35777745
512,2012,3090150,1695541,1394609
388,2048,3526628,1755849,1770779
484,2042,148476183,72205521,76270662
752,1999,8909790,4404456,4505334
174,2029,951903,458895,493008
442,2016,582291,292392,289899
438,2034,42364,21143,21221
304,2014,57728,30289,27439
800,2031,60110078,29894447,30215631
442,2006,474942,235362,239580
332,2021,11205648,5532205,5673443
140,2008,4641320,2291540,2349780
258,2036,320241,162547,157694
686,1992,7759247,3787756,3971491
804,2001,48520343,22455709,26064634
430,2006,3107606,1549578,1558028
662,1998,151022,73997,77025
732,2028,786913,390708,396205
232,2003,4342028,2134110,2207918
512,2004,2645614,1482892,1162722
760,2013,20136511,10172904,9963607
400,2045,10856543,5380171,5476372
634,1992,463511,305635,157876
740,2005,503639,252840,250799
96,2044,609599,287018,322581
442,2033,748391,377424,370967
652,2000,7122,3811,3311
324,1967,3440361,1650572,1789789
705,2042,1709059,824185,884874
250,2044,70001105,34209225,35791880
275,2021,2950858,1500533,1450325
520,1992,9826,5023,4803
562,1978,5815607,3003392,2812215
788,2046,12265137,5894074,6371063
660,2033,22301,10299,12002
776,1988,95703,47981,47722
584,1996,50194,25659,24535
584,2019,76811,39019,37792
234,2012,49483,25788,23695
340,2043,12266008,6193531,6072477
174,2002,574470,279876,294594
52,2017,292336,141382,150954
60,1998,61981,29960,32021
226,2024,915459,457946,457513
288,2036,40650856,19983339,20667517
100,1993,8441872,4144045,4297827
654,2027,7887,3926,3961
666,2035,4398,2067,2331
76,2034,227520248,111381652,116138596
434,2014,6244174,3236411,3007763
268,2010,4902939,2341192,2561747
600,2034,8223868,4103929,4119939
740,1991,417519,209376,208143
132,2013,531046,257332,273714
12,2003,31975415,16163576,15811839
184,2017,9290,4789,4501
540,2007,240454,120876,119578
316,2021,170071,85919,84152
356,2013,1220800359,633563967,587236392
372,2009,4579996,2288883,2291113
776,2016,106513,53436,53077
826,2020,65761117,32753329,33007788
414,2019,2955897,1718954,1236943
178,2007,3782813,1891778,1891035
304,2047,50552,25151,25401
414,1993,1488038,845238,642800
96,1985,217836,115711,102125
591,2020,3894082,1957688,1936394
0,2033,2100886,1078939,1021947
304,2030,56267,28760,27507
498,2034,2831189,1397801,1433388
768,1986,3240720,1614429,1626291
660,2028,20724,9651,11073
642,2043,18957648,9178524,9779124
716,2000,11820025,5850939,5969086
